max,min,wind,rain,humidi,cloud,day,month,year,label,,,
32,24,4,0.7,77,28,27,12,2014,Heavy rain at times,,,
32,24,6,0.5,75,31,28,12,2014,Heavy rain at times,,,
30,22,7,0,73,22,29,12,2014,Sunny,,,
29,22,6,0,71,22,30,12,2014,Sunny,,,
28,21,5,0,75,19,31,12,2014,Sunny,,,
31,22,5,0.2,72,30,1,1,2015,Sunny,,,
29,21,5,0.5,73,43,2,1,2015,Cloudy,,,
32,22,6,0,67,25,3,1,2015,Cloudy,,,
32,24,4,0,71,31,4,1,2015,Sunny,,,
33,24,5,1.1,70,46,5,1,2015,Heavy rain at times,,,
33,25,6,4.7,74,23,6,1,2015,Heavy rain at times,,,
33,24,6,1.4,74,18,7,1,2015,Heavy rain at times,,,
33,25,6,0,69,37,8,1,2015,Sunny,,,
34,24,6,0,66,28,9,1,2015,Cloudy,,,
33,24,5,0,68,20,10,1,2015,Sunny,,,
33,24,5,0.1,69,24,11,1,2015,Sunny,,,
34,24,6,2,70,26,12,1,2015,Sunny,,,
32,24,5,3.2,72,24,13,1,2015,Sunny,,,
35,23,4,0,68,16,14,1,2015,Sunny,,,
35,23,7,0,56,1,15,1,2015,Sunny,,,
34,22,7,0,61,1,16,1,2015,Sunny,,,
31,22,6,0,61,23,17,1,2015,Sunny,,,
31,21,8,0,60,23,18,1,2015,Sunny,,,
31,22,6,0,60,7,19,1,2015,Sunny,,,
32,22,7,0,58,5,20,1,2015,Sunny,,,
34,23,8,0,62,4,21,1,2015,Sunny,,,
32,22,8,0,64,12,22,1,2015,Sunny,,,
33,22,10,0,61,3,23,1,2015,Sunny,,,
34,23,9,0,61,1,24,1,2015,Sunny,,,
35,23,10,0,60,1,25,1,2015,Sunny,,,
35,23,9,0,60,2,26,1,2015,Sunny,,,
35,23,9,0,57,2,27,1,2015,Sunny,,,
35,24,9,0,62,2,28,1,2015,Sunny,,,
36,21,10,0,61,2,29,1,2015,Sunny,,,
35,23,10,0,62,1,30,1,2015,Sunny,,,
35,22,9,0,56,0,31,1,2015,Sunny,,,
33,23,11,0,52,4,1,2,2015,Sunny,,,
33,22,8,0,51,11,2,2,2015,Sunny,,,
33,22,11,0,56,25,3,2,2015,Sunny,,,
33,23,10,0,56,27,4,2,2015,Sunny,,,
34,22,8,0,54,7,5,2,2015,Sunny,,,
34,22,7,0,51,4,6,2,2015,Sunny,,,
33,22,8,0,57,4,7,2,2015,Sunny,,,
33,22,11,0,56,5,8,2,2015,Sunny,,,
33,21,10,0,55,6,9,2,2015,Sunny,,,
34,21,9,0,53,6,10,2,2015,Sunny,,,
34,22,10,0,57,7,11,2,2015,Sunny,,,
33,21,11,0,56,7,12,2,2015,Sunny,,,
33,22,11,0,58,7,13,2,2015,Sunny,,,
33,22,13,0,62,3,14,2,2015,Sunny,,,
33,23,15,0,65,0,15,2,2015,Sunny,,,
34,22,13,0,67,11,16,2,2015,Sunny,,,
35,23,12,0,59,7,17,2,2015,Sunny,,,
36,24,13,0,60,9,18,2,2015,Sunny,,,
34,24,11,0.4,61,32,19,2,2015,Heavy rain at times,,,
35,24,13,0,59,34,20,2,2015,Cloudy,,,
35,24,15,0,64,19,21,2,2015,Sunny,,,
34,24,12,0,64,34,22,2,2015,Sunny,,,
34,24,12,0,66,32,23,2,2015,Sunny,,,
33,24,12,0.4,69,28,24,2,2015,Cloudy,,,
34,24,15,0,68,17,25,2,2015,Sunny,,,
35,24,14,0,64,12,26,2,2015,Sunny,,,
35,25,15,0.1,65,17,27,2,2015,Heavy rain at times,,,
35,26,14,0,65,28,28,2,2015,Cloudy,,,
36,25,14,0,59,10,1,3,2015,Sunny,,,
35,25,11,0,59,8,2,3,2015,Sunny,,,
35,25,10,0,62,23,3,3,2015,Sunny,,,
35,25,12,0.1,66,48,4,3,2015,Heavy rain at times,,,
35,25,15,0,63,29,5,3,2015,Sunny,,,
35,25,17,0,63,14,6,3,2015,Sunny,,,
35,25,17,0,61,19,7,3,2015,Sunny,,,
36,25,15,0,58,8,8,3,2015,Sunny,,,
36,25,14,0,59,13,9,3,2015,Sunny,,,
26,25,16,0,64,13,10,3,2015,Sunny,,,
35,25,10,0.2,58,51,11,3,2015,Cloudy,,,
36,25,10,0,58,29,12,3,2015,Sunny,,,
36,25,9,0,59,43,13,3,2015,Cloudy,,,
36,25,11,0,60,36,14,3,2015,Heavy rain at times,,,
36,25,10,0.2,60,45,15,3,2015,Cloudy,,,
36,25,11,0.6,60,49,16,3,2015,Cloudy,,,
35,25,12,0.4,61,55,17,3,2015,Cloudy,,,
36,25,12,0.4,61,52,18,3,2015,Cloudy,,,
35,25,11,0.8,63,40,19,3,2015,Cloudy,,,
34,25,17,0.2,65,32,20,3,2015,Heavy rain at times,,,
35,25,17,0,57,27,21,3,2015,Sunny,,,
35,25,16,0,60,26,22,3,2015,Sunny,,,
36,25,17,0,58,21,23,3,2015,Sunny,,,
36,25,15,0,55,16,24,3,2015,Sunny,,,
37,26,18,0,50,11,25,3,2015,Sunny,,,
38,27,16,0,51,14,26,3,2015,Sunny,,,
37,27,18,1.1,51,9,27,3,2015,Sunny,,,
37,26,17,0,52,15,28,3,2015,Sunny,,,
37,27,17,0,53,17,29,3,2015,Sunny,,,
37,26,14,0.1,58,21,30,3,2015,Sunny,,,
36,26,14,0,59,31,31,3,2015,Sunny,,,
37,26,15,0,63,23,1,4,2015,Sunny,,,
37,27,10,0.1,61,41,2,4,2015,Heavy rain at times,,,
36,27,13,5,63,34,3,4,2015,Heavy rain at times,,,
35,27,17,3.3,66,33,4,4,2015,Cloudy,,,
35,27,14,0.4,63,33,5,4,2015,Heavy rain at times,,,
36,27,14,0,60,10,6,4,2015,Sunny,,,
36,27,15,0,60,18,7,4,2015,Sunny,,,
38,26,19,0,53,4,8,4,2015,Sunny,,,
37,27,14,0,54,7,9,4,2015,Sunny,,,
38,27,16,0,54,10,10,4,2015,Sunny,,,
36,27,16,0,59,30,11,4,2015,Sunny,,,
37,27,10,6,58,34,12,4,2015,Moderate or heavy rain shower,,,
28,27,9,24.6,69,30,13,4,2015,Moderate or heavy rain shower,,,
36,25,11,1.2,64,53,14,4,2015,Heavy rain at times,,,
35,26,10,1.9,65,56,15,4,2015,Cloudy,,,
36,27,15,0.4,59,27,16,4,2015,Sunny,,,
35,27,18,0,60,25,17,4,2015,Sunny,,,
36,27,15,0,61,16,18,4,2015,Sunny,,,
36,27,14,0,61,23,19,4,2015,Cloudy,,,
37,28,12,1.4,60,26,20,4,2015,Heavy rain at times,,,
38,30,9,0.2,58,15,21,4,2015,Heavy rain at times,,,
36,28,20,1.7,64,24,22,4,2015,Sunny,,,
36,28,12,1.8,60,25,23,4,2015,Heavy rain at times,,,
37,28,12,3.3,57,23,24,4,2015,Heavy rain at times,,,
36,28,12,1.5,56,27,25,4,2015,Heavy rain at times,,,
36,27,12,0.4,55,32,26,4,2015,Heavy rain at times,,,
35,28,12,17.2,60,37,27,4,2015,Moderate or heavy rain shower,,,
34,27,11,6.4,68,59,28,4,2015,Heavy rain at times,,,
35,28,13,12.5,66,55,29,4,2015,Heavy rain at times,,,
36,27,13,0,63,22,30,4,2015,Cloudy,,,
36,28,12,4,64,41,1,5,2015,Heavy rain at times,,,
35,28,13,13.4,66,41,2,5,2015,Heavy rain at times,,,
35,28,13,5.6,65,34,3,5,2015,Heavy rain at times,,,
36,28,10,10.7,64,28,4,5,2015,Heavy rain at times,,,
35,28,11,7.9,67,30,5,5,2015,Heavy rain at times,,,
36,28,11,19.4,66,33,6,5,2015,Heavy rain at times,,,
35,28,13,13,65,27,7,5,2015,Heavy rain at times,,,
34,28,12,6.4,67,30,8,5,2015,Heavy rain at times,,,
35,28,13,14.3,68,33,9,5,2015,Moderate or heavy rain shower,,,
35,28,12,7.9,67,41,10,5,2015,Sunny,,,
35,29,11,13,66,42,11,5,2015,Heavy rain at times,,,
35,28,11,4.1,64,32,12,5,2015,Moderate or heavy rain shower,,,
36,28,14,2.1,64,22,13,5,2015,Heavy rain at times,,,
36,28,14,0.6,63,19,14,5,2015,Sunny,,,
35,28,9,14.7,65,25,15,5,2015,Heavy rain at times,,,
35,28,10,8,68,36,16,5,2015,Heavy rain at times,,,
34,28,10,25.5,69,50,17,5,2015,Moderate or heavy rain shower,,,
37,28,12,13.6,63,29,18,5,2015,Heavy rain at times,,,
36,29,15,6.8,66,34,19,5,2015,Cloudy,,,
35,28,13,30.9,68,40,20,5,2015,Moderate or heavy rain shower,,,
35,29,11,4.4,68,33,21,5,2015,Moderate or heavy rain shower,,,
34,29,12,25.9,72,26,22,5,2015,Moderate or heavy rain shower,,,
35,28,12,11.2,67,32,23,5,2015,Heavy rain at times,,,
35,28,13,3.1,65,27,24,5,2015,Cloudy,,,
34,28,16,11.6,69,33,25,5,2015,Heavy rain at times,,,
34,28,13,28,70,31,26,5,2015,Moderate or heavy rain shower,,,
34,28,15,7.9,70,33,27,5,2015,Heavy rain at times,,,
35,27,15,0.3,66,30,28,5,2015,Heavy rain at times,,,
36,28,14,5.1,67,31,29,5,2015,Moderate or heavy rain shower,,,
34,28,14,10.8,66,20,30,5,2015,Moderate or heavy rain shower,,,
34,28,12,24.4,69,30,31,5,2015,Moderate or heavy rain shower,,,
34,28,11,11.2,72,29,1,6,2015,Moderate or heavy rain shower,,,
34,28,12,16.7,73,29,2,6,2015,Moderate or heavy rain shower,,,
34,27,9,3.2,71,40,3,6,2015,Heavy rain at times,,,
35,28,12,0,66,8,4,6,2015,Sunny,,,
34,28,7,5.9,68,28,5,6,2015,Heavy rain at times,,,
34,28,9,6.9,72,41,6,6,2015,Heavy rain at times,,,
34,28,10,10.2,72,34,7,6,2015,Heavy rain at times,,,
35,28,8,7.2,70,26,8,6,2015,Heavy rain at times,,,
35,28,10,4.4,70,21,9,6,2015,Heavy rain at times,,,
35,28,11,16.7,73,31,10,6,2015,Moderate or heavy rain shower,,,
35,28,10,4.9,70,39,11,6,2015,Heavy rain at times,,,
34,28,8,17.1,71,36,12,6,2015,Moderate or heavy rain shower,,,
35,28,7,36.9,72,33,13,6,2015,Moderate or heavy rain shower,,,
34,27,8,35.4,76,46,14,6,2015,Moderate or heavy rain shower,,,
32,27,7,0.7,74,36,15,6,2015,Moderate or heavy rain shower,,,
32,26,9,6.7,77,64,16,6,2015,Moderate or heavy rain shower,,,
30,26,14,36.9,84,68,17,6,2015,Moderate or heavy rain shower,,,
32,26,16,12.5,74,48,18,6,2015,Heavy rain at times,,,
33,26,15,12.4,74,35,19,6,2015,Moderate or heavy rain shower,,,
33,26,18,17.2,75,45,20,6,2015,Moderate or heavy rain shower,,,
32,26,18,21.5,77,56,21,6,2015,Moderate or heavy rain shower,,,
31,26,22,16.8,77,46,22,6,2015,Moderate or heavy rain shower,,,
31,26,18,14,78,55,23,6,2015,Moderate or heavy rain shower,,,
32,26,19,7.7,78,51,24,6,2015,Heavy rain at times,,,
31,25,12,9.2,81,55,25,6,2015,Moderate or heavy rain shower,,,
32,25,14,17.1,74,46,26,6,2015,Moderate or heavy rain shower,,,
33,25,9,14.9,72,24,27,6,2015,Moderate or heavy rain shower,,,
34,26,11,4.6,74,23,28,6,2015,Heavy rain at times,,,
33,26,15,41.6,75,30,29,6,2015,Moderate or heavy rain shower,,,
34,26,15,5.8,71,35,30,6,2015,Moderate or heavy rain shower,,,
35,26,17,6.5,69,26,1,7,2015,Moderate or heavy rain shower,,,
33,26,20,43.7,76,28,2,7,2015,Moderate or heavy rain shower,,,
33,26,21,16.3,74,36,3,7,2015,Moderate or heavy rain shower,,,
34,26,18,13.1,73,44,4,7,2015,Moderate or heavy rain shower,,,
33,27,21,6.6,73,36,5,7,2015,Moderate or heavy rain shower,,,
33,26,18,24.6,75,44,6,7,2015,Moderate or heavy rain shower,,,
34,26,17,24.7,76,55,7,7,2015,Moderate or heavy rain shower,,,
33,26,17,30.7,78,43,8,7,2015,Moderate or heavy rain shower,,,
29,26,18,12.2,82,61,9,7,2015,Moderate or heavy rain shower,,,
32,25,18,12.9,77,36,10,7,2015,Moderate or heavy rain shower,,,
33,25,20,16.3,75,25,11,7,2015,Moderate or heavy rain shower,,,
33,26,18,28.9,78,36,12,7,2015,Moderate or heavy rain shower,,,
31,25,16,30.1,82,46,13,7,2015,Moderate or heavy rain shower,,,
32,26,17,23.8,79,35,14,7,2015,Moderate or heavy rain shower,,,
32,26,17,32.8,78,47,15,7,2015,Moderate or heavy rain shower,,,
33,26,14,5.4,72,43,16,7,2015,Moderate or heavy rain shower,,,
33,26,13,20.4,74,32,17,7,2015,Moderate or heavy rain shower,,,
31,26,12,17.9,77,54,18,7,2015,Moderate or heavy rain shower,,,
30,26,12,15.6,85,73,19,7,2015,Moderate or heavy rain shower,,,
32,25,10,8,83,63,20,7,2015,Heavy rain at times,,,
32,26,12,7.8,79,42,21,7,2015,Moderate or heavy rain shower,,,
34,25,8,0,70,17,22,7,2015,Sunny,,,
33,26,11,10.1,74,28,23,7,2015,Heavy rain at times,,,
34,26,9,3.8,73,30,24,7,2015,Heavy rain at times,,,
33,26,12,9.5,75,25,25,7,2015,Moderate or heavy rain shower,,,
34,26,12,3.4,72,28,26,7,2015,Sunny,,,
34,27,7,4.9,70,27,27,7,2015,Heavy rain at times,,,
33,27,7,7.3,73,33,28,7,2015,Heavy rain at times,,,
33,27,5,17.3,75,36,29,7,2015,Moderate or heavy rain shower,,,
32,26,6,31.6,78,45,30,7,2015,Moderate or heavy rain shower,,,
32,25,11,6.6,73,36,31,7,2015,Heavy rain at times,,,
34,26,9,18.4,73,46,1,8,2015,Moderate or heavy rain shower,,,
32,26,8,12.7,76,55,2,8,2015,Moderate or heavy rain shower,,,
31,27,8,47.9,78,48,3,8,2015,Moderate or heavy rain shower,,,
32,26,13,5.5,75,35,4,8,2015,Moderate or heavy rain shower,,,
32,26,16,8,73,50,5,8,2015,Moderate or heavy rain shower,,,
31,26,17,24.9,78,50,6,8,2015,Moderate or heavy rain shower,,,
31,26,17,28.6,80,43,7,8,2015,Moderate or heavy rain shower,,,
32,25,16,11.1,80,60,8,8,2015,Moderate or heavy rain shower,,,
30,26,18,20.1,81,55,9,8,2015,Moderate or heavy rain shower,,,
32,25,13,17,79,49,10,8,2015,Moderate or heavy rain shower,,,
31,26,14,38.7,79,42,11,8,2015,Moderate or heavy rain shower,,,
33,26,11,22.3,80,38,12,8,2015,Moderate or heavy rain shower,,,
33,27,11,5.2,79,42,13,8,2015,Moderate or heavy rain shower,,,
33,27,11,8.7,79,28,14,8,2015,Heavy rain at times,,,
33,27,8,9.8,77,34,15,8,2015,Heavy rain at times,,,
33,27,8,13.8,76,26,16,8,2015,Moderate or heavy rain shower,,,
34,26,13,26.8,75,46,17,8,2015,Moderate or heavy rain shower,,,
34,26,9,3.4,73,30,18,8,2015,Moderate or heavy rain shower,,,
34,27,12,10.5,76,23,19,8,2015,Moderate or heavy rain shower,,,
33,26,13,13.1,77,33,20,8,2015,Moderate or heavy rain shower,,,
33,26,15,17.6,78,25,21,8,2015,Moderate or heavy rain shower,,,
33,26,17,12.9,77,35,22,8,2015,Moderate or heavy rain shower,,,
34,26,18,9.6,74,25,23,8,2015,Moderate or heavy rain shower,,,
33,26,16,32.4,77,50,24,8,2015,Moderate or heavy rain shower,,,
32,26,15,47.1,80,43,25,8,2015,Moderate or heavy rain shower,,,
32,26,14,19.7,81,66,26,8,2015,Moderate or heavy rain shower,,,
32,25,10,0.4,75,52,27,8,2015,Heavy rain at times,,,
33,27,7,2.3,73,32,28,8,2015,Sunny,,,
32,26,12,5.2,77,42,29,8,2015,Moderate or heavy rain shower,,,
33,26,12,9.4,75,34,30,8,2015,Moderate or heavy rain shower,,,
32,26,14,21.2,77,35,31,8,2015,Moderate or heavy rain shower,,,
31,26,11,7,78,55,1,9,2015,Moderate or heavy rain shower,,,
32,26,12,4.4,74,66,2,9,2015,Moderate or heavy rain shower,,,
34,26,10,9.8,75,35,3,9,2015,Moderate or heavy rain shower,,,
33,27,9,2,72,41,4,9,2015,Moderate or heavy rain shower,,,
31,25,8,6.8,83,62,5,9,2015,Heavy rain at times,,,
31,25,8,5.5,84,63,6,9,2015,Heavy rain at times,,,
35,26,12,5,72,34,7,9,2015,Heavy rain at times,,,
31,27,8,10.2,79,51,8,9,2015,Moderate or heavy rain shower,,,
30,26,9,5.8,84,79,9,9,2015,Moderate or heavy rain shower,,,
32,26,10,6,78,50,10,9,2015,Moderate or heavy rain shower,,,
32,25,11,2.2,74,52,11,9,2015,Heavy rain at times,,,
33,26,14,24.4,77,49,12,9,2015,Moderate or heavy rain shower,,,
32,25,10,33.8,82,44,13,9,2015,Moderate or heavy rain shower,,,
31,26,16,39,83,40,14,9,2015,Moderate or heavy rain shower,,,
29,25,10,15.2,87,72,15,9,2015,Moderate or heavy rain shower,,,
29,25,15,5.4,85,77,16,9,2015,Moderate or heavy rain shower,,,
30,24,9,5.9,86,68,17,9,2015,Moderate or heavy rain shower,,,
31,24,8,4.3,85,62,18,9,2015,Moderate or heavy rain shower,,,
31,24,7,6.9,85,61,19,9,2015,Heavy rain at times,,,
31,25,7,4.9,85,56,20,9,2015,Moderate or heavy rain shower,,,
33,26,7,8.2,77,28,21,9,2015,Heavy rain at times,,,
33,26,10,5.6,78,28,22,9,2015,Moderate or heavy rain shower,,,
33,26,13,14,79,26,23,9,2015,Moderate or heavy rain shower,,,
32,26,15,11.3,78,29,24,9,2015,Moderate or heavy rain shower,,,
32,26,14,13.8,77,32,25,9,2015,Moderate or heavy rain shower,,,
32,26,13,14.8,79,35,26,9,2015,Moderate or heavy rain shower,,,
32,26,11,6,78,40,27,9,2015,Moderate or heavy rain shower,,,
32,26,8,30.6,81,46,28,9,2015,Moderate or heavy rain shower,,,
33,26,8,4.4,78,33,29,9,2015,Moderate or heavy rain shower,,,
33,26,10,3.2,77,26,30,9,2015,Moderate or heavy rain shower,,,
33,26,9,1.1,74,35,1,10,2015,Heavy rain at times,,,
33,26,8,3,76,55,2,10,2015,Heavy rain at times,,,
32,26,11,9.7,80,57,3,10,2015,Moderate or heavy rain shower,,,
30,25,8,14.3,82,77,4,10,2015,Moderate or heavy rain shower,,,
31,25,6,6.9,79,71,5,10,2015,Heavy rain at times,,,
33,25,7,17.6,75,28,6,10,2015,Moderate or heavy rain shower,,,
33,26,6,17.9,77,29,7,10,2015,Moderate or heavy rain shower,,,
34,26,6,13.9,78,20,8,10,2015,Moderate or heavy rain shower,,,
33,26,9,6.6,80,28,9,10,2015,Moderate or heavy rain shower,,,
32,26,7,20.4,81,30,10,10,2015,Moderate or heavy rain shower,,,
33,26,5,7.7,76,25,11,10,2015,Moderate or heavy rain shower,,,
32,26,6,31.7,79,45,12,10,2015,Moderate or heavy rain shower,,,
33,26,9,12.3,77,26,13,10,2015,Moderate or heavy rain shower,,,
33,26,7,9.8,75,30,14,10,2015,Heavy rain at times,,,
33,26,6,17.6,77,26,15,10,2015,Moderate or heavy rain shower,,,
33,26,5,11,77,47,16,10,2015,Moderate or heavy rain shower,,,
33,26,6,4.2,74,37,17,10,2015,Heavy rain at times,,,
32,26,7,21.6,78,39,18,10,2015,Moderate or heavy rain shower,,,
31,26,8,23.5,80,48,19,10,2015,Moderate or heavy rain shower,,,
33,26,4,9.6,78,46,20,10,2015,Moderate or heavy rain shower,,,
33,26,5,23.5,78,40,21,10,2015,Moderate or heavy rain shower,,,
33,26,7,8.4,78,36,22,10,2015,Heavy rain at times,,,
31,25,11,13.4,79,37,23,10,2015,Moderate or heavy rain shower,,,
31,25,9,10.6,77,54,24,10,2015,Heavy rain at times,,,
32,25,9,1.7,74,50,25,10,2015,Cloudy,,,
33,25,12,4.8,73,25,26,10,2015,Moderate or heavy rain shower,,,
33,25,12,0.5,73,14,27,10,2015,Moderate or heavy rain shower,,,
34,25,10,0,72,7,28,10,2015,Sunny,,,
33,26,9,0.2,72,16,29,10,2015,Heavy rain at times,,,
34,26,8,0,69,23,30,10,2015,Sunny,,,
34,26,8,0.3,71,14,31,10,2015,Heavy rain at times,,,
33,26,9,6.5,73,22,1,11,2015,Moderate or heavy rain shower,,,
33,25,8,1.4,72,37,2,11,2015,Moderate or heavy rain shower,,,
34,25,8,10.3,72,25,3,11,2015,Moderate or heavy rain shower,,,
33,26,6,4.6,73,42,4,11,2015,Moderate or heavy rain shower,,,
31,26,8,16.1,81,68,5,11,2015,Moderate or heavy rain shower,,,
32,25,15,0.4,79,49,6,11,2015,Moderate or heavy rain shower,,,
34,25,9,0.1,73,21,7,11,2015,Moderate or heavy rain shower,,,
33,26,9,6.6,74,24,8,11,2015,Moderate or heavy rain shower,,,
34,25,11,0,73,18,9,11,2015,Sunny,,,
34,26,10,0.3,71,18,10,11,2015,Heavy rain at times,,,
34,26,9,0,69,23,11,11,2015,Cloudy,,,
34,26,13,0,67,18,12,11,2015,Cloudy,,,
34,25,13,0.7,72,20,13,11,2015,Heavy rain at times,,,
34,26,10,2,74,24,14,11,2015,Heavy rain at times,,,
34,25,11,0,72,8,15,11,2015,Cloudy,,,
34,25,9,0.3,71,17,16,11,2015,Heavy rain at times,,,
34,25,11,0.6,72,15,17,11,2015,Sunny,,,
34,25,12,2.8,73,17,18,11,2015,Sunny,,,
34,25,11,0.4,68,18,19,11,2015,Heavy rain at times,,,
34,26,10,0,65,20,20,11,2015,Sunny,,,
34,25,10,0.8,66,37,21,11,2015,Heavy rain at times,,,
33,25,9,4.6,71,41,22,11,2015,Heavy rain at times,,,
33,25,8,1.9,69,28,23,11,2015,Heavy rain at times,,,
34,26,8,0.6,68,33,24,11,2015,Heavy rain at times,,,
33,26,7,3.3,72,27,25,11,2015,Moderate or heavy rain shower,,,
33,25,7,3.7,70,32,26,11,2015,Heavy rain at times,,,
33,24,8,2.5,67,20,27,11,2015,Cloudy,,,
34,25,10,2.6,68,42,28,11,2015,Heavy rain at times,,,
34,26,8,2.2,68,33,29,11,2015,Heavy rain at times,,,
34,26,10,1.9,69,23,30,11,2015,Moderate or heavy rain shower,,,
34,26,7,0.1,69,27,1,12,2015,Heavy rain at times,,,
33,26,9,1.4,71,18,2,12,2015,Heavy rain at times,,,
34,26,10,0,67,30,3,12,2015,Cloudy,,,
33,27,13,0,59,21,4,12,2015,Sunny,,,
33,25,9,1,65,30,5,12,2015,Moderate or heavy rain shower,,,
34,26,7,0.1,66,33,6,12,2015,Heavy rain at times,,,
34,25,9,6.7,68,34,7,12,2015,Moderate or heavy rain shower,,,
34,25,10,0.6,69,29,8,12,2015,Heavy rain at times,,,
34,26,5,13.6,73,47,9,12,2015,Moderate or heavy rain shower,,,
33,26,8,3.4,75,38,10,12,2015,Heavy rain at times,,,
33,26,9,4.9,76,33,11,12,2015,Heavy rain at times,,,
33,26,10,3.1,73,35,12,12,2015,Moderate or heavy rain shower,,,
33,25,10,0.1,70,26,13,12,2015,Heavy rain at times,,,
35,25,9,0,68,10,14,12,2015,Cloudy,,,
34,25,10,0,67,11,15,12,2015,Sunny,,,
32,25,5,0,67,22,16,12,2015,Cloudy,,,
32,24,11,0,60,18,17,12,2015,Sunny,,,
22,22,10,0,73,13,18,12,2015,Sunny,,,
30,22,7,0.4,74,57,19,12,2015,Cloudy,,,
30,22,6,0.8,73,58,20,12,2015,Moderate or heavy rain shower,,,
28,23,7,5.7,81,71,21,12,2015,Moderate or heavy rain shower,,,
32,25,15,2.1,74,39,22,12,2015,Heavy rain at times,,,
33,25,17,0,69,13,23,12,2015,Sunny,,,
35,25,12,0,68,4,24,12,2015,Sunny,,,
33,25,10,0,69,11,25,12,2015,Sunny,,,
34,25,9,0,64,8,26,12,2015,Sunny,,,
35,26,11,0,58,3,27,12,2015,Sunny,,,
35,25,10,0,61,3,28,12,2015,Sunny,,,
30,22,6,0.2,72,45,29,12,2015,Heavy rain at times,,,
35,25,8,0,57,4,30,12,2015,Sunny,,,
33,24,12,0,57,21,31,12,2015,Sunny,,,
34,23,7,0,57,8,1,1,2016,Sunny,,,
34,24,8,0.4,62,27,2,1,2016,Sunny,,,
33,25,7,3.4,70,45,3,1,2016,Heavy rain at times,,,
30,24,5,0.6,74,52,4,1,2016,Heavy rain at times,,,
33,25,8,0.4,66,56,5,1,2016,Cloudy,,,
34,25,13,0.1,67,39,6,1,2016,Sunny,,,
34,25,12,0,65,34,7,1,2016,Cloudy,,,
33,25,13,0,65,45,8,1,2016,Cloudy,,,
34,25,15,0,63,29,9,1,2016,Sunny,,,
34,25,13,0,65,18,10,1,2016,Sunny,,,
33,25,8,0,68,31,11,1,2016,Sunny,,,
34,25,13,0,68,13,12,1,2016,Sunny,,,
34,25,14,0,61,22,13,1,2016,Sunny,,,
35,25,14,0,59,20,14,1,2016,Sunny,,,
34,26,13,0,65,24,15,1,2016,Cloudy,,,
34,25,12,1.6,69,22,16,1,2016,Sunny,,,
34,25,11,0,70,7,17,1,2016,Sunny,,,
35,25,12,0,70,11,18,1,2016,Sunny,,,
34,26,18,0.7,68,21,19,1,2016,Sunny,,,
35,26,15,0,63,6,20,1,2016,Sunny,,,
35,25,15,0,61,7,21,1,2016,Sunny,,,
35,25,12,0,66,13,22,1,2016,Sunny,,,
35,26,13,0,65,12,23,1,2016,Sunny,,,
33,26,11,0.2,59,38,24,1,2016,Cloudy,,,
33,23,11,0,49,15,25,1,2016,Sunny,,,
32,23,9,0,54,26,26,1,2016,Sunny,,,
34,25,11,0,56,36,27,1,2016,Sunny,,,
34,26,12,0,60,25,28,1,2016,Sunny,,,
35,26,12,0,65,28,29,1,2016,Cloudy,,,
34,25,15,0,63,29,30,1,2016,Sunny,,,
34,26,13,0,57,42,31,1,2016,Sunny,,,
35,25,12,0,60,30,1,2,2016,Sunny,,,
35,26,10,0,56,20,2,2,2016,Sunny,,,
35,26,9,0,54,39,3,2,2016,Sunny,,,
35,26,7,0,53,21,4,2,2016,Sunny,,,
35,26,10,0,57,30,5,2,2016,Sunny,,,
34,24,10,0.7,54,19,6,2,2016,Heavy rain at times,,,
34,21,12,0,50,5,7,2,2016,Sunny,,,
33,20,8,0,52,1,8,2,2016,Sunny,,,
34,22,8,0,56,3,9,2,2016,Sunny,,,
36,24,9,0,60,4,10,2,2016,Sunny,,,
36,24,11,0,62,7,11,2,2016,Sunny,,,
36,26,13,0,65,3,12,2,2016,Sunny,,,
35,25,13,0.2,64,17,13,2,2016,Heavy rain at times,,,
36,25,15,0,63,23,14,2,2016,Sunny,,,
36,25,14,0,61,25,15,2,2016,Sunny,,,
35,25,13,0,53,15,16,2,2016,Sunny,,,
35,25,11,0,55,13,17,2,2016,Sunny,,,
35,25,13,0,55,8,18,2,2016,Sunny,,,
36,24,13,0,54,7,19,2,2016,Sunny,,,
36,24,15,0,52,6,20,2,2016,Sunny,,,
35,24,12,0,54,5,21,2,2016,Sunny,,,
36,24,12,0,61,10,22,2,2016,Sunny,,,
36,24,14,0,60,16,23,2,2016,Sunny,,,
35,25,12,0,49,16,24,2,2016,Sunny,,,
35,25,14,0,49,13,25,2,2016,Sunny,,,
35,25,12,0.1,51,18,26,2,2016,Heavy rain at times,,,
36,25,12,0,50,25,27,2,2016,Cloudy,,,
35,25,9,0,53,27,28,2,2016,Cloudy,,,
36,24,8,0,50,10,1,3,2016,Sunny,,,
35,25,11,0,54,13,2,3,2016,Sunny,,,
35,25,11,0,54,22,3,3,2016,Sunny,,,
35,25,12,0,57,13,4,3,2016,Sunny,,,
37,25,14,0,59,9,5,3,2016,Sunny,,,
37,25,16,0,59,7,6,3,2016,Sunny,,,
35,25,16,0,63,6,7,3,2016,Sunny,,,
39,24,14,0,65,5,8,3,2016,Sunny,,,
37,25,13,0,66,9,9,3,2016,Sunny,,,
36,25,13,0,65,11,10,3,2016,Sunny,,,
35,25,20,0,64,24,11,3,2016,Cloudy,,,
36,26,17,0,58,36,12,3,2016,Cloudy,,,
