max,min,wind,rain,humidi,cloud,day,month,year,label,,,
32,24,6,3.4,82,34,13,9,2011,Moderate or heavy rain shower,,,
33,25,9,4.2,81,21,14,9,2011,Heavy rain at times,,,
32,25,8,2.7,84,30,15,9,2011,Moderate or heavy rain shower,,,
33,25,8,7.7,83,31,16,9,2011,Moderate or heavy rain shower,,,
31,25,12,18.1,85,43,17,9,2011,Moderate or heavy rain shower,,,
32,25,9,8,85,41,18,9,2011,Moderate or heavy rain shower,,,
31,25,10,12.9,86,43,19,9,2011,Moderate or heavy rain shower,,,
31,25,9,13.5,89,61,20,9,2011,Moderate or heavy rain shower,,,
29,25,11,7,89,70,21,9,2011,Heavy rain at times,,,
29,24,12,5.9,87,69,22,9,2011,Heavy rain at times,,,
28,24,13,14.1,88,66,23,9,2011,Moderate or heavy rain shower,,,
28,24,13,5.2,88,66,24,9,2011,Heavy rain at times,,,
31,23,10,3.7,83,39,25,9,2011,Heavy rain at times,,,
32,24,9,7.9,82,31,26,9,2011,Moderate or heavy rain shower,,,
30,25,12,18.6,87,64,27,9,2011,Moderate or heavy rain shower,,,
28,24,13,18.4,90,79,28,9,2011,Moderate or heavy rain shower,,,
30,24,14,15,86,55,29,9,2011,Moderate or heavy rain shower,,,
31,24,13,6.3,83,39,30,9,2011,Moderate or heavy rain shower,,,
31,24,9,25.1,86,36,1,10,2011,Moderate or heavy rain shower,,,
32,24,8,15.1,87,45,2,10,2011,Moderate or heavy rain shower,,,
30,25,8,96.2,91,64,3,10,2011,Moderate or heavy rain shower,,,
29,24,8,35,92,79,4,10,2011,Moderate or heavy rain shower,,,
29,24,8,9.1,91,69,5,10,2011,Moderate or heavy rain shower,,,
29,24,5,8.2,89,55,6,10,2011,Heavy rain at times,,,
32,24,4,18.6,87,61,7,10,2011,Moderate or heavy rain shower,,,
30,25,5,10.4,90,62,8,10,2011,Moderate or heavy rain shower,,,
30,25,4,40.7,92,66,9,10,2011,Moderate or heavy rain shower,,,
30,24,4,22.4,91,54,10,10,2011,Moderate or heavy rain shower,,,
31,24,6,14.9,89,45,11,10,2011,Moderate or heavy rain shower,,,
31,24,8,7.3,87,47,12,10,2011,Moderate or heavy rain shower,,,
30,24,10,25,88,68,13,10,2011,Moderate or heavy rain shower,,,
30,24,8,8.4,89,47,14,10,2011,Moderate or heavy rain shower,,,
30,24,6,5.8,87,62,15,10,2011,Moderate or heavy rain shower,,,
32,24,5,5.2,85,27,16,10,2011,Heavy rain at times,,,
32,25,6,10.8,87,31,17,10,2011,Heavy rain at times,,,
31,24,5,7.6,87,32,18,10,2011,Moderate or heavy rain shower,,,
32,24,4,12.1,85,21,19,10,2011,Moderate or heavy rain shower,,,
32,25,6,7,87,30,20,10,2011,Moderate or heavy rain shower,,,
32,24,6,6.3,84,22,21,10,2011,Moderate or heavy rain shower,,,
32,25,5,11.9,83,20,22,10,2011,Moderate or heavy rain shower,,,
33,25,6,5,84,18,23,10,2011,Heavy rain at times,,,
33,24,7,0.7,83,17,24,10,2011,Heavy rain at times,,,
32,25,4,9,82,23,25,10,2011,Moderate or heavy rain shower,,,
32,25,5,5.3,82,39,26,10,2011,Heavy rain at times,,,
34,25,5,1.1,82,18,27,10,2011,Heavy rain at times,,,
33,25,4,2.2,82,13,28,10,2011,Moderate or heavy rain shower,,,
33,24,7,6.8,82,21,29,10,2011,Moderate or heavy rain shower,,,
33,23,5,0.6,81,11,30,10,2011,Sunny,,,
33,24,4,2.6,83,29,31,10,2011,Sunny,,,
33,24,5,0.1,82,17,1,11,2011,Sunny,,,
32,24,4,0.8,82,27,2,11,2011,Moderate or heavy rain shower,,,
32,24,4,1.4,81,24,3,11,2011,Sunny,,,
33,24,5,1.5,82,17,4,11,2011,Sunny,,,
32,24,9,19.4,85,35,5,11,2011,Moderate or heavy rain shower,,,
30,24,9,16,89,54,6,11,2011,Heavy rain at times,,,
29,24,10,83.3,93,62,7,11,2011,Moderate or heavy rain shower,,,
30,24,9,7.9,90,58,8,11,2011,Moderate or heavy rain shower,,,
30,25,6,11.8,89,50,9,11,2011,Heavy rain at times,,,
30,24,7,7.9,88,44,10,11,2011,Moderate or heavy rain shower,,,
30,23,4,19.2,87,49,11,11,2011,Moderate or heavy rain shower,,,
31,23,5,1,84,32,12,11,2011,Heavy rain at times,,,
32,23,4,5.1,83,17,13,11,2011,Heavy rain at times,,,
32,24,4,4.9,84,18,14,11,2011,Heavy rain at times,,,
31,23,4,2.2,84,19,15,11,2011,Moderate or heavy rain shower,,,
31,24,4,2.7,85,31,16,11,2011,Heavy rain at times,,,
32,24,6,4.1,84,30,17,11,2011,Heavy rain at times,,,
32,24,6,16.5,87,37,18,11,2011,Moderate or heavy rain shower,,,
31,24,5,10.7,86,37,19,11,2011,Moderate or heavy rain shower,,,
32,23,6,0.1,83,19,20,11,2011,Heavy rain at times,,,
32,24,5,1.9,80,33,21,11,2011,Heavy rain at times,,,
32,23,7,0.7,79,33,22,11,2011,Sunny,,,
32,24,12,3.6,80,24,23,11,2011,Moderate or heavy rain shower,,,
31,23,9,3.1,79,20,24,11,2011,Heavy rain at times,,,
29,23,8,2.1,85,47,25,11,2011,Heavy rain at times,,,
32,23,6,9.3,85,34,26,11,2011,Moderate or heavy rain shower,,,
32,24,5,6.2,85,31,27,11,2011,Heavy rain at times,,,
31,24,4,2.1,86,47,28,11,2011,Heavy rain at times,,,
32,23,4,2.1,82,20,29,11,2011,Heavy rain at times,,,
32,24,3,1.4,83,17,30,11,2011,Sunny,,,
32,24,4,0.3,81,23,1,12,2011,Sunny,,,
31,23,7,3,81,15,2,12,2011,Sunny,,,
30,23,4,3.8,84,17,3,12,2011,Heavy rain at times,,,
30,21,4,0.1,82,25,4,12,2011,Heavy rain at times,,,
30,22,5,0,76,42,5,12,2011,Sunny,,,
31,22,7,1.9,80,52,6,12,2011,Heavy rain at times,,,
31,23,6,5.3,84,41,7,12,2011,Moderate or heavy rain shower,,,
31,24,4,2.4,83,62,8,12,2011,Moderate or heavy rain shower,,,
31,24,9,5.1,85,74,9,12,2011,Heavy rain at times,,,
30,22,11,0.1,79,33,10,12,2011,Sunny,,,
30,21,12,0,75,13,11,12,2011,Sunny,,,
29,20,9,0,77,24,12,12,2011,Sunny,,,
25,22,9,0.4,80,55,13,12,2011,Heavy rain at times,,,
30,21,4,10,86,57,14,12,2011,Heavy rain at times,,,
32,23,5,2,81,30,15,12,2011,Heavy rain at times,,,
33,23,5,2.4,79,29,16,12,2011,Heavy rain at times,,,
32,23,9,0.1,76,14,17,12,2011,Sunny,,,
31,22,10,0,74,10,18,12,2011,Sunny,,,
32,21,11,0,72,17,19,12,2011,Sunny,,,
27,21,9,4.3,83,33,20,12,2011,Heavy rain at times,,,
32,22,5,5.2,80,38,21,12,2011,Heavy rain at times,,,
32,24,4,0.5,80,21,22,12,2011,Sunny,,,
32,24,6,1.5,79,33,23,12,2011,Heavy rain at times,,,
31,23,9,0.2,73,36,24,12,2011,Cloudy,,,
30,20,7,0,73,9,25,12,2011,Sunny,,,
29,20,7,0,75,19,26,12,2011,Sunny,,,
31,22,5,1.1,78,43,27,12,2011,Heavy rain at times,,,
29,24,6,0,82,33,28,12,2011,Sunny,,,
30,23,6,0,72,39,29,12,2011,Cloudy,,,
32,24,5,1.5,74,48,30,12,2011,Heavy rain at times,,,
29,24,5,0.6,77,48,31,12,2011,Heavy rain at times,,,
32,23,7,1.8,76,35,1,1,2012,Heavy rain at times,,,
31,24,7,1.3,78,26,2,1,2012,Sunny,,,
30,23,6,0.1,79,43,3,1,2012,Heavy rain at times,,,
31,23,5,0.1,77,32,4,1,2012,Heavy rain at times,,,
33,23,5,0,76,18,5,1,2012,Sunny,,,
33,23,6,0.4,74,16,6,1,2012,Sunny,,,
31,23,8,0.6,72,47,7,1,2012,Cloudy,,,
31,22,7,0,68,43,8,1,2012,Sunny,,,
32,22,8,0.4,67,49,9,1,2012,Cloudy,,,
30,23,8,0.1,71,36,10,1,2012,Sunny,,,
28,24,8,0.4,75,46,11,1,2012,Heavy rain at times,,,
32,23,8,3.1,75,32,12,1,2012,Heavy rain at times,,,
32,24,7,2.6,75,43,13,1,2012,Heavy rain at times,,,
33,24,10,2.7,71,37,14,1,2012,Sunny,,,
32,24,11,2.1,72,31,15,1,2012,Sunny,,,
33,24,10,4.3,75,43,16,1,2012,Heavy rain at times,,,
32,24,10,9.3,77,56,17,1,2012,Moderate or heavy rain shower,,,
32,24,11,19.3,78,55,18,1,2012,Moderate or heavy rain shower,,,
32,24,12,4.8,77,27,19,1,2012,Moderate or heavy rain shower,,,
33,24,11,0.3,74,19,20,1,2012,Heavy rain at times,,,
33,23,9,0,68,17,21,1,2012,Sunny,,,
33,23,6,3,70,16,22,1,2012,Sunny,,,
32,23,5,2.6,72,26,23,1,2012,Heavy rain at times,,,
34,24,6,1.8,72,14,24,1,2012,Heavy rain at times,,,
33,24,6,4.3,74,20,25,1,2012,Heavy rain at times,,,
32,23,6,0.1,71,34,26,1,2012,Sunny,,,
33,24,4,1.9,70,27,27,1,2012,Sunny,,,
31,24,7,3.5,75,55,28,1,2012,Heavy rain at times,,,
32,24,9,16.5,77,48,29,1,2012,Moderate or heavy rain shower,,,
33,24,9,4,73,48,30,1,2012,Heavy rain at times,,,
34,24,7,4.4,72,27,31,1,2012,Moderate or heavy rain shower,,,
34,24,7,1.5,70,20,1,2,2012,Heavy rain at times,,,
34,25,7,3.9,69,28,2,2,2012,Heavy rain at times,,,
33,26,6,0,71,11,3,2,2012,Cloudy,,,
33,24,5,0.7,68,26,4,2,2012,Sunny,,,
35,25,8,0.8,66,22,5,2,2012,Sunny,,,
34,24,8,0.9,71,26,6,2,2012,Sunny,,,
34,24,7,1.6,72,21,7,2,2012,Heavy rain at times,,,
35,24,10,1.5,72,18,8,2,2012,Sunny,,,
34,24,7,0,70,15,9,2,2012,Sunny,,,
34,24,7,5.2,69,15,10,2,2012,Sunny,,,
35,25,7,1.4,67,21,11,2,2012,Sunny,,,
34,25,6,0.3,67,24,12,2,2012,Sunny,,,
33,24,6,4.3,68,33,13,2,2012,Cloudy,,,
34,24,6,0,68,24,14,2,2012,Cloudy,,,
34,24,7,0,70,20,15,2,2012,Sunny,,,
34,24,5,0.6,76,35,16,2,2012,Moderate or heavy rain shower,,,
33,24,5,36.5,76,55,17,2,2012,Heavy rain at times,,,
32,24,11,3.6,73,25,18,2,2012,Sunny,,,
32,22,9,0.8,66,32,19,2,2012,Cloudy,,,
33,22,6,0.1,64,21,20,2,2012,Sunny,,,
33,25,6,19.7,75,46,21,2,2012,Moderate or heavy rain shower,,,
32,25,13,9.9,77,32,22,2,2012,Heavy rain at times,,,
35,24,10,0,74,12,23,2,2012,Sunny,,,
36,24,9,0,74,26,24,2,2012,Sunny,,,
35,25,10,1,73,24,25,2,2012,Sunny,,,
35,25,10,4.1,73,26,26,2,2012,Sunny,,,
35,25,10,2,69,15,27,2,2012,Sunny,,,
35,25,9,2,66,19,28,2,2012,Sunny,,,
35,25,9,5,70,31,1,3,2012,Moderate or heavy rain shower,,,
37,26,12,0,65,8,2,3,2012,Sunny,,,
36,25,14,0,62,9,3,3,2012,Sunny,,,
34,25,12,0,63,8,4,3,2012,Sunny,,,
36,25,13,0,68,18,5,3,2012,Cloudy,,,
35,26,12,0.1,71,21,6,3,2012,Heavy rain at times,,,
35,25,11,6.7,71,38,7,3,2012,Moderate or heavy rain shower,,,
35,26,12,6.8,71,31,8,3,2012,Heavy rain at times,,,
36,25,11,0,70,26,9,3,2012,Cloudy,,,
36,25,13,0,61,12,10,3,2012,Sunny,,,
37,26,9,1.6,57,22,11,3,2012,Sunny,,,
37,27,7,1.7,56,13,12,3,2012,Sunny,,,
37,27,7,0.1,55,21,13,3,2012,Sunny,,,
38,27,7,0,55,13,14,3,2012,Sunny,,,
37,27,7,1.8,59,33,15,3,2012,Heavy rain at times,,,
37,26,8,7.6,67,26,16,3,2012,Heavy rain at times,,,
36,26,11,0,63,11,17,3,2012,Sunny,,,
36,25,12,0,64,10,18,3,2012,Sunny,,,
36,25,9,2.9,66,38,19,3,2012,Sunny,,,
36,25,7,12.9,69,28,20,3,2012,Moderate or heavy rain shower,,,
35,26,8,9.9,70,46,21,3,2012,Moderate or heavy rain shower,,,
34,25,11,2.8,70,33,22,3,2012,Heavy rain at times,,,
35,26,6,14.4,72,35,23,3,2012,Moderate or heavy rain shower,,,
35,26,8,6.1,69,30,24,3,2012,Moderate or heavy rain shower,,,
36,26,8,1.3,65,40,25,3,2012,Heavy rain at times,,,
36,27,6,1.1,63,20,26,3,2012,Sunny,,,
37,27,5,1,60,19,27,3,2012,Sunny,,,
37,26,6,1.5,60,23,28,3,2012,Sunny,,,
37,27,8,0,57,7,29,3,2012,Sunny,,,
37,27,6,0.9,63,21,30,3,2012,Heavy rain at times,,,
36,26,11,29.8,68,49,31,3,2012,Moderate or heavy rain shower,,,
24,23,17,90.6,90,85,1,4,2012,Moderate or heavy rain shower,,,
31,24,10,33.5,83,63,2,4,2012,Moderate or heavy rain shower,,,
33,25,13,0.7,76,29,3,4,2012,Moderate or heavy rain shower,,,
34,25,13,0,72,13,4,4,2012,Cloudy,,,
35,25,10,0,71,15,5,4,2012,Cloudy,,,
34,26,11,0.2,70,13,6,4,2012,Heavy rain at times,,,
35,26,11,0.2,67,10,7,4,2012,Sunny,,,
36,26,8,1.7,65,26,8,4,2012,Moderate or heavy rain shower,,,
37,26,11,0.1,61,16,9,4,2012,Heavy rain at times,,,
37,27,10,0.1,62,26,10,4,2012,Heavy rain at times,,,
36,27,11,19.6,66,39,11,4,2012,Moderate or heavy rain shower,,,
35,27,11,2.3,69,33,12,4,2012,Heavy rain at times,,,
35,26,12,4,68,19,13,4,2012,Moderate or heavy rain shower,,,
35,26,12,5.8,68,23,14,4,2012,Heavy rain at times,,,
35,26,13,0,69,18,15,4,2012,Sunny,,,
36,27,10,0,68,15,16,4,2012,Sunny,,,
36,27,11,0,70,23,17,4,2012,Cloudy,,,
36,26,12,0.2,68,17,18,4,2012,Heavy rain at times,,,
36,26,10,0,64,14,19,4,2012,Cloudy,,,
38,27,9,0.8,62,31,20,4,2012,Sunny,,,
35,28,8,14.4,64,30,21,4,2012,Heavy rain at times,,,
35,28,8,28.8,71,36,22,4,2012,Moderate or heavy rain shower,,,
35,26,8,9.2,72,17,23,4,2012,Heavy rain at times,,,
35,27,9,10.5,70,20,24,4,2012,Moderate or heavy rain shower,,,
34,27,9,17.4,71,28,25,4,2012,Moderate or heavy rain shower,,,
36,28,9,16.3,73,32,26,4,2012,Moderate or heavy rain shower,,,
32,27,8,10.8,77,57,27,4,2012,Moderate or heavy rain shower,,,
35,26,7,13.9,71,30,28,4,2012,Moderate or heavy rain shower,,,
34,27,6,22.8,77,45,29,4,2012,Moderate or heavy rain shower,,,
35,26,6,22.1,75,28,30,4,2012,Moderate or heavy rain shower,,,
35,27,9,1.3,72,17,1,5,2012,Moderate or heavy rain shower,,,
35,27,10,1.9,71,24,2,5,2012,Moderate or heavy rain shower,,,
34,27,8,8.6,71,34,3,5,2012,Moderate or heavy rain shower,,,
36,27,8,7,68,14,4,5,2012,Moderate or heavy rain shower,,,
35,27,10,4,71,14,5,5,2012,Heavy rain at times,,,
36,27,8,16.9,75,31,6,5,2012,Moderate or heavy rain shower,,,
33,26,7,33.2,80,64,7,5,2012,Moderate or heavy rain shower,,,
34,26,7,6,77,42,8,5,2012,Heavy rain at times,,,
34,27,7,6.8,74,23,9,5,2012,Moderate or heavy rain shower,,,
35,26,7,10.7,72,18,10,5,2012,Heavy rain at times,,,
34,27,9,11.4,76,18,11,5,2012,Moderate or heavy rain shower,,,
33,27,9,20.1,77,24,12,5,2012,Moderate or heavy rain shower,,,
34,26,10,31,80,47,13,5,2012,Moderate or heavy rain shower,,,
34,26,9,12.7,80,37,14,5,2012,Moderate or heavy rain shower,,,
29,26,10,17.8,85,68,15,5,2012,Moderate or heavy rain shower,,,
28,25,7,6.6,85,58,16,5,2012,Moderate or heavy rain shower,,,
31,25,9,12.7,83,45,17,5,2012,Moderate or heavy rain shower,,,
33,25,10,3.5,79,30,18,5,2012,Moderate or heavy rain shower,,,
34,27,8,2.4,77,42,19,5,2012,Heavy rain at times,,,
35,27,10,2.8,73,20,20,5,2012,Heavy rain at times,,,
35,26,11,2.5,71,23,21,5,2012,Heavy rain at times,,,
34,27,11,5.8,75,29,22,5,2012,Moderate or heavy rain shower,,,
33,27,12,5.8,76,36,23,5,2012,Moderate or heavy rain shower,,,
32,26,11,16.2,81,39,24,5,2012,Moderate or heavy rain shower,,,
32,26,10,14.2,84,59,25,5,2012,Moderate or heavy rain shower,,,
32,26,9,12.5,81,67,26,5,2012,Moderate or heavy rain shower,,,
32,26,9,5.1,78,50,27,5,2012,Heavy rain at times,,,
34,26,11,16.8,76,58,28,5,2012,Moderate or heavy rain shower,,,
33,26,9,14.6,75,46,29,5,2012,Heavy rain at times,,,
35,26,9,7,76,30,30,5,2012,Moderate or heavy rain shower,,,
34,26,8,21.5,78,37,31,5,2012,Moderate or heavy rain shower,,,
33,26,8,36.6,84,52,1,6,2012,Moderate or heavy rain shower,,,
33,26,7,44.1,86,58,2,6,2012,Moderate or heavy rain shower,,,
32,26,10,63.8,86,40,3,6,2012,Moderate or heavy rain shower,,,
33,26,12,13.5,82,47,4,6,2012,Moderate or heavy rain shower,,,
31,26,12,9.3,81,49,5,6,2012,Moderate or heavy rain shower,,,
31,26,12,15.1,85,62,6,6,2012,Moderate or heavy rain shower,,,
31,26,12,13.2,85,55,7,6,2012,Moderate or heavy rain shower,,,
31,25,11,16.6,85,52,8,6,2012,Moderate or heavy rain shower,,,
32,26,10,8.9,84,46,9,6,2012,Moderate or heavy rain shower,,,
32,26,11,10.2,80,31,10,6,2012,Moderate or heavy rain shower,,,
32,26,11,20.2,80,22,11,6,2012,Moderate or heavy rain shower,,,
30,25,11,26.7,83,32,12,6,2012,Moderate or heavy rain shower,,,
33,25,10,2,79,26,13,6,2012,Heavy rain at times,,,
33,26,13,3.3,77,22,14,6,2012,Heavy rain at times,,,
32,25,15,9.3,81,28,15,6,2012,Moderate or heavy rain shower,,,
32,25,15,8.5,78,23,16,6,2012,Moderate or heavy rain shower,,,
29,25,12,5.1,83,41,17,6,2012,Heavy rain at times,,,
32,25,15,6.8,78,48,18,6,2012,Heavy rain at times,,,
32,25,14,2,78,46,19,6,2012,Heavy rain at times,,,
32,25,14,16.6,79,27,20,6,2012,Moderate or heavy rain shower,,,
33,25,11,1.3,78,25,21,6,2012,Moderate or heavy rain shower,,,
34,25,9,3.7,76,18,22,6,2012,Moderate or heavy rain shower,,,
34,26,10,4.5,78,18,23,6,2012,Moderate or heavy rain shower,,,
33,25,12,20.9,81,24,24,6,2012,Moderate or heavy rain shower,,,
34,25,11,11,79,22,25,6,2012,Heavy rain at times,,,
34,25,11,2.1,75,20,26,6,2012,Sunny,,,
33,25,13,30.9,80,46,27,6,2012,Moderate or heavy rain shower,,,
33,25,12,11.5,80,63,28,6,2012,Moderate or heavy rain shower,,,
32,25,10,24.5,82,47,29,6,2012,Moderate or heavy rain shower,,,
28,25,10,24.4,90,74,30,6,2012,Moderate or heavy rain shower,,,
31,24,10,7.2,85,63,1,7,2012,Moderate or heavy rain shower,,,
32,25,8,2.7,81,43,2,7,2012,Moderate or heavy rain shower,,,
32,25,9,21.4,84,43,3,7,2012,Moderate or heavy rain shower,,,
31,25,11,9.6,85,51,4,7,2012,Heavy rain at times,,,
30,25,13,34.8,84,64,5,7,2012,Moderate or heavy rain shower,,,
31,26,10,20.1,84,56,6,7,2012,Heavy rain at times,,,
32,25,8,13.6,84,56,7,7,2012,Moderate or heavy rain shower,,,
32,26,8,6.2,82,48,8,7,2012,Heavy rain at times,,,
33,25,8,0.8,82,32,9,7,2012,Moderate or heavy rain shower,,,
33,25,7,7,81,51,10,7,2012,Moderate or heavy rain shower,,,
32,25,7,11.7,87,68,11,7,2012,Moderate or heavy rain shower,,,
30,24,8,39.8,91,65,12,7,2012,Moderate or heavy rain shower,,,
31,24,8,7.2,87,48,13,7,2012,Moderate or heavy rain shower,,,
32,24,7,3.1,83,35,14,7,2012,Moderate or heavy rain shower,,,
33,25,8,0.4,78,22,15,7,2012,Sunny,,,
34,25,7,6.3,80,30,16,7,2012,Moderate or heavy rain shower,,,
33,26,8,9.4,83,39,17,7,2012,Moderate or heavy rain shower,,,
32,26,9,8.1,85,52,18,7,2012,Moderate or heavy rain shower,,,
32,25,10,3.5,82,39,19,7,2012,Moderate or heavy rain shower,,,
32,25,9,16.9,83,63,20,7,2012,Moderate or heavy rain shower,,,
32,25,11,3,84,48,21,7,2012,Moderate or heavy rain shower,,,
32,25,14,4.2,83,42,22,7,2012,Moderate or heavy rain shower,,,
33,25,16,0.5,77,15,23,7,2012,Sunny,,,
32,25,16,12.6,79,22,24,7,2012,Moderate or heavy rain shower,,,
33,25,13,4.4,76,36,25,7,2012,Moderate or heavy rain shower,,,
33,25,9,4,77,23,26,7,2012,Heavy rain at times,,,
32,24,10,13.8,81,47,27,7,2012,Heavy rain at times,,,
30,25,9,8.4,88,65,28,7,2012,Moderate or heavy rain shower,,,
27,24,14,3.7,88,94,29,7,2012,Heavy rain at times,,,
30,25,15,1.9,80,57,30,7,2012,Moderate or heavy rain shower,,,
32,24,16,1.7,73,39,31,7,2012,Heavy rain at times,,,
29,25,16,8.2,83,54,1,8,2012,Heavy rain at times,,,
30,24,14,9.5,81,45,2,8,2012,Moderate or heavy rain shower,,,
32,24,14,8,78,36,3,8,2012,Moderate or heavy rain shower,,,
33,24,13,3.7,76,30,4,8,2012,Moderate or heavy rain shower,,,
34,25,14,0.7,74,24,5,8,2012,Moderate or heavy rain shower,,,
34,25,16,0.6,73,20,6,8,2012,Heavy rain at times,,,
33,26,17,2.6,74,19,7,8,2012,Heavy rain at times,,,
31,25,11,3.5,81,52,8,8,2012,Heavy rain at times,,,
33,25,12,5.1,75,27,9,8,2012,Heavy rain at times,,,
34,25,12,4.3,75,20,10,8,2012,Moderate or heavy rain shower,,,
34,24,10,4.2,74,23,11,8,2012,Sunny,,,
34,26,11,5.7,73,29,12,8,2012,Heavy rain at times,,,
34,26,14,4.3,74,29,13,8,2012,Sunny,,,
34,25,13,14.4,77,29,14,8,2012,Moderate or heavy rain shower,,,
33,25,11,11.1,80,38,15,8,2012,Moderate or heavy rain shower,,,
33,25,11,11.9,81,38,16,8,2012,Moderate or heavy rain shower,,,
32,25,12,16.6,84,35,17,8,2012,Moderate or heavy rain shower,,,
31,25,10,9.6,84,40,18,8,2012,Moderate or heavy rain shower,,,
33,25,8,1.3,79,32,19,8,2012,Moderate or heavy rain shower,,,
33,25,7,5,77,36,20,8,2012,Moderate or heavy rain shower,,,
33,25,8,14,80,41,21,8,2012,Moderate or heavy rain shower,,,
32,26,10,14.9,82,46,22,8,2012,Moderate or heavy rain shower,,,
32,26,6,36.6,86,44,23,8,2012,Moderate or heavy rain shower,,,
32,25,9,24.6,84,40,24,8,2012,Moderate or heavy rain shower,,,
32,25,8,28.3,86,54,25,8,2012,Moderate or heavy rain shower,,,
32,25,9,17,85,55,26,8,2012,Moderate or heavy rain shower,,,
30,25,10,26.1,87,46,27,8,2012,Moderate or heavy rain shower,,,
31,25,12,10.1,85,37,28,8,2012,Moderate or heavy rain shower,,,
31,25,9,5.6,83,34,29,8,2012,Moderate or heavy rain shower,,,
33,24,8,8.6,81,19,30,8,2012,Heavy rain at times,,,
31,25,10,8.3,85,35,31,8,2012,Moderate or heavy rain shower,,,
29,25,8,3.5,88,46,1,9,2012,Moderate or heavy rain shower,,,
30,24,12,3.4,88,44,2,9,2012,Moderate or heavy rain shower,,,
31,24,9,3.2,85,48,3,9,2012,Moderate or heavy rain shower,,,
30,24,9,39.8,87,57,4,9,2012,Moderate or heavy rain shower,,,
31,26,7,37.2,89,55,5,9,2012,Moderate or heavy rain shower,,,
30,25,10,11.7,89,71,6,9,2012,Moderate or heavy rain shower,,,
30,25,8,2.2,85,61,7,9,2012,Heavy rain at times,,,
33,25,6,5.1,79,33,8,9,2012,Moderate or heavy rain shower,,,
33,25,5,18.6,81,48,9,9,2012,Heavy rain at times,,,
34,26,6,25.9,80,46,10,9,2012,Moderate or heavy rain shower,,,
31,25,8,17.1,86,69,11,9,2012,Moderate or heavy rain shower,,,
31,25,10,25.6,86,57,12,9,2012,Moderate or heavy rain shower,,,
26,25,9,3.6,93,70,13,9,2012,Heavy rain at times,,,
30,24,10,18.7,86,65,14,9,2012,Moderate or heavy rain shower,,,
29,24,8,22.8,91,80,15,9,2012,Moderate or heavy rain shower,,,
28,24,11,13.2,90,79,16,9,2012,Heavy rain at times,,,
31,24,9,24.3,86,55,17,9,2012,Moderate or heavy rain shower,,,
32,24,7,12.3,84,35,18,9,2012,Moderate or heavy rain shower,,,
32,25,7,16.9,84,39,19,9,2012,Moderate or heavy rain shower,,,
32,25,5,7.6,87,60,20,9,2012,Moderate or heavy rain shower,,,
31,24,8,18.2,87,50,21,9,2012,Moderate or heavy rain shower,,,
31,25,10,31,88,50,22,9,2012,Moderate or heavy rain shower,,,
30,25,10,21.4,89,51,23,9,2012,Moderate or heavy rain shower,,,
31,25,9,28.3,88,50,24,9,2012,Moderate or heavy rain shower,,,
30,25,6,15.3,89,62,25,9,2012,Moderate or heavy rain shower,,,
33,24,5,5.3,86,61,26,9,2012,Heavy rain at times,,,
30,24,8,7.2,90,69,27,9,2012,Moderate or heavy rain shower,,,
27,24,8,15.5,94,73,28,9,2012,Moderate or heavy rain shower,,,
28,23,5,2.8,92,69,29,9,2012,Heavy rain at times,,,
31,24,4,37.4,89,63,30,9,2012,Moderate or heavy rain shower,,,
31,25,4,38,90,59,1,10,2012,Moderate or heavy rain shower,,,
30,25,6,32,92,78,2,10,2012,Moderate or heavy rain shower,,,
30,24,5,16.8,90,58,3,10,2012,Moderate or heavy rain shower,,,
31,24,8,4.7,88,44,4,10,2012,Moderate or heavy rain shower,,,
30,25,7,16.9,90,68,5,10,2012,Moderate or heavy rain shower,,,
29,25,9,11.1,89,59,6,10,2012,Heavy rain at times,,,
30,24,7,28.1,89,72,7,10,2012,Moderate or heavy rain shower,,,
31,24,8,6.6,86,35,8,10,2012,Moderate or heavy rain shower,,,
32,24,5,7.5,83,39,9,10,2012,Moderate or heavy rain shower,,,
33,25,6,8.2,82,15,10,10,2012,Moderate or heavy rain shower,,,
33,24,5,3.2,82,23,11,10,2012,Heavy rain at times,,,
33,24,5,2.5,82,27,12,10,2012,Heavy rain at times,,,
33,24,6,4.2,81,32,13,10,2012,Heavy rain at times,,,
33,24,6,2.1,83,31,14,10,2012,Moderate or heavy rain shower,,,
33,24,8,1.7,81,19,15,10,2012,Sunny,,,
33,25,6,7.3,83,27,16,10,2012,Moderate or heavy rain shower,,,
34,25,6,3.9,81,30,17,10,2012,Heavy rain at times,,,
34,24,6,0.7,78,14,18,10,2012,Sunny,,,
33,25,6,0.4,78,19,19,10,2012,Heavy rain at times,,,
34,24,6,0.8,78,20,20,10,2012,Heavy rain at times,,,
34,25,6,4.2,77,16,21,10,2012,Heavy rain at times,,,
32,25,4,4.2,84,59,22,10,2012,Heavy rain at times,,,
32,25,7,12.8,84,63,23,10,2012,Moderate or heavy rain shower,,,
33,24,5,2,82,29,24,10,2012,Heavy rain at times,,,
33,25,5,2.7,80,31,25,10,2012,Heavy rain at times,,,
36,24,5,0,77,23,26,10,2012,Cloudy,,,
33,24,6,2.2,81,20,27,10,2012,Heavy rain at times,,,
32,24,8,1.2,82,34,28,10,2012,Heavy rain at times,,,
34,24,7,8.9,82,24,29,10,2012,Heavy rain at times,,,
33,25,6,11.3,81,21,30,10,2012,Moderate or heavy rain shower,,,
